Character,Dialogue
Cloud,Eh. I've fought scarier things in my sleep.
Aerith,"Where are you going, Cloud?"
Aerith,"Look out, Cloud!"
Aerith,Someone looks like they're in their element.
Aerith,"So Cloud...you don't know the slums that well, do you?"
Cloud,"Compared to you? No. Training grounds, barracks, battlefields—that's the world I know."
Aerith,"Heh, you sound proud of that."
Aerith,Station's there.
Cloud,I can see that.
Aerith,Oh? Thought the world you knew didn't include stations.
Cloud,Hah hah...
Cloud,Popular place.
Aerith,"Yeah, well, it's got a good view of the reactor."
Cloud,Ain't a show.
Aerith,They know that. They're worried.
Aerith,Huh? Um... Yeah...
Aerith,That's...right.
Aerith,"Not debris, no..."
Aerith,Oh—Cloud! Wait!
Aerith,"Sorry, can't say I do..."
Cloud,Wait.
Cloud,Another Turk.
Aerith,A real man on a mission.
Cloud,"On the hunt, more like."
Aerith,For me? Or you?
Cloud,Don't know. Don't care.
Aerith,Then...let's stick to the backstreets? Ah. There will be monsters.
Cloud,Better than Shinra.
Aerith,There's a Shinra dump site up ahead. Not the kind of place anyone would ever choose to hang around in.
Cloud,But a great place to lay low.
Cloud,They've got the run of it.
Aerith,No telling where they'll come from...
Cloud,Monsters instinctively target weaker prey.
Aerith,"Hmm... You'd better watch out then, Cloud."
Aerith,"That way's a dead end. They were doing some construction, but quit halfway."
Aerith,Over here.
Aerith,That didn't work. Maybe it's broken?
Aerith,"Pretty sure this path we're on loops around, too, so..."
Aerith,"Hmm, wonder if we can move this."
Aerith,"Ah, I knew it!"
Aerith,Must've been a new breed.
Cloud,How do you figure?
Aerith,Cause they went for the stronger prey.
Aerith,There—check it out! The heart of the slums.
Cloud,Still a fair ways off...
Aerith,"Well, we did take a detour. Getting tired?"
Cloud,Nah.
Aerith,"Me, I'm feeling a bit hungry. How about you?"
Cloud,Amazed...
Aerith,You're in for a treat when we make it back.
Cloud,Don't have time for that.
Aerith,You'll wanna make time for my mom's cooking! And that's the final word on it! We'll get home quick and eat ourselves stupid!
Aerith,(screams) It's awake!
Cloud,Gonna wish it kept sleeping.
Aerith,"Don't think it'll open. What to do... That gate just doesn't want to open, does it? Maybe there's a way to get over it? For you, at least."
Aerith,No good. That sucks. Ah! Try moving that container to make a path.
Aerith,Yeah! That should do the trick!
Aerith,"Thanks, Cloud. I knew you'd find a way."
Aerith,Guess we're home free.
Cloud,No need for thanks. I'd rather get paid.
Aerith,Hm? You're getting paid right now.
Cloud,Hm?
Aerith,Huh?
Cloud,Oh...
Aerith,Should be able to relax a little now...
Cloud,Don't forget about the Turks.
Aerith,Ah!
Cloud,Could come at us anytime. Keep an eye out.
Aerith,Uhhh... That's the station.
Aerith,Somewhere else you'd rather be?
Aerith,What're they watching?
Cloud,Hey!
Aerith,Alright...let's go.
Aerith," Hey, my house is this way."
Aerith,"The place is really hopping, huh?"
Aerith,"I'd love to, but..."
Aerith,I help out every now and then. It's fun.
Aerith,"Well, well, what are you doing all the way up there?"
Aerith,This is Cloud. He's a mercenary...and currently my bodyguard. That's Oates.
Aerith,Two peas in a pod.
Aerith,"So, what are you guys up to?"
Aerith,What for?
Aerith,"Well, guess we have a new destination."
Aerith,I should probably explain. The Leaf House is the local orphanage. That's where all these kids live.
Aerith,Apparently. But they sure keep me on my toes!
Aerith,No problem. Anytime.
Aerith,"(chuckles) Oh, I have my ways."
Aerith,He's my bodyguard. Just until I get home.
Aerith,Hmmm... Maybe?
Aerith,"Since I'm so generous, I gather medicinal herbs for his patients sometimes."
Aerith,Here's the Leaf House.
Aerith,Don't be. It's on my way home.
Aerith,No problem! How many?
Aerith,"I'm sure they will, and I'd love to help."
Aerith,"So, Cloud, what's your favorite flower?"
Cloud,They're all the same to me.
Aerith,(chuckles) You sure you wanna say that to a florist?
Cloud,Better than lying.
Aerith,"Okay, then what'd you do with the flower I gave you?"
Cloud,"I, uh..."
Aerith,You give it away?
Cloud,I did.
Aerith,Ooh! To who? Tell me!
Cloud,Don't recall.
Aerith,Hmmm?
Cloud,What?
Aerith,Thought you didn't like lying.
Aerith,"Well, anyway..."
Aerith,"My house is just up this path. Mom should be home by now, so I'll introduce you."
Aerith,There you go. That's my house.
Cloud,It's amazing.
Aerith,Come on.
Aerith,I'm home!
Aerith,"So, this is my mom, Elmyra. And this is Cloud. My bodyguard."
Cloud,Uh...hi.
Cloud,That's my job. Or was my job.
Aerith,"Yep. Thanks. So, Cloud, you gonna head back to Sector 7?"
Cloud,Yeah.
Aerith,Then I'll show you the way.
Cloud,Then why'd you have me bring you here? What if the Turks show up again?
Aerith,"It'd suck, but I've dealt with them before. Honestly, I'm much more worried about you. What if you get lost, huh? You'd be too embarrassed to admit it, so you'd just and so you'd just keep on going."
Cloud,Quit acting like you know me.
Aerith,"Hey, Mom? I'm gonna go take Cloud over to Sector 7, okay?"
Aerith,"That's true. She's got a point, Cloud."
Cloud,Hold up.
Aerith,"Oh, yeah! I still need to deliver some flowers to the Leaf House. Since we have a little time before dinner... You should come with."
Cloud,That wasn't the deal.
Aerith,You mean you want more? Even though you've got a priceless reward coming your way? Do you know what I promised him?
Cloud,I'll do it!
Aerith,I'll go grab the baskets. Be right back!
Aerith,That's weird. Could've sworn I put them here...
Cloud,Huh.
Aerith,Found 'em!
Aerith,You take this one. Take it.
Aerith,Right. Off we go!
Aerith,"And these, right here, are my babies."
Aerith,Hmm... Which ones do you think we should pick?
Cloud,Any of them.
Aerith,"Aw, don't be like that. I know you have an eye for this kind of thing."
Aerith,That's the one I gave you.
Cloud,Huh. It is?
Aerith,"Nice try, mister. You can't fool me."
Aerith,"Whoa, foxtails, huh? I gotta hand it to you, I never would've thought of that. It'll definitely take them by surprise."
Aerith,"Good eye. People used to give these to declare their loyalty to one another. Interesting, right?"
Aerith,I think we still need a few more. What should we pick next?
Aerith,"She said ""as many as you can carry,"" so maybe a few more?"
Aerith,I think we're good now. Whaddya say? Shall we go?
Aerith,No need to hurry. We're not under the gun or anything.
Cloud,I'm not cut out for this crap.
Aerith,"Sure you are. And when you're done, you'll be drowning in job offers."
Aerith,"So, how do you think they'll arrange these flowers?"
Cloud,Dunno.
Aerith,"Well, we'll soon find out."
Cloud,I'll wait out here.
Aerith,"Oh, okay. But I might be a while. Why not check out the town?"
Cloud,"Nah, can't leave without telling her."
Cloud,I remember you...
Cloud,The Leaf House.
Cloud,Is something wrong?
Aerith,You could say that. Sounds like someone spooked the kids.
Cloud,A Turk?
Aerith,"That's what I thought, but no."
Aerith,I don't like the sound of this. I'm gonna check it out.
Cloud,I know someone who fits that description. I'll come with.
Aerith,Kay.
Aerith,"Ooh, that sounds fun. Count me in."
Aerith,And that's bad?
Aerith,"I know this place is off-limits to grown-ups, but if we want to rescue them...well... We gotta break the rules."
Aerith,"Yeah, leave it to us. We'll take care of it from here."
Aerith,Don't worry. I've brought a superstrong friend along with me.
Cloud,I used to be a SOLDIER. So where's the guy?
Aerith,"Right now, let's worry about the kids."
Aerith,Where do you think they went?
Cloud,Who knows. They're kids. Nothing to do but look all over.
Aerith,I just hope we find them in time.
Aerith,There they are!
Cloud,And they're not alone.
Aerith,Quickly! We gotta save them!
Cloud,Alright.
Aerith,Hold on!
Cloud,Careful.
Cloud,I'll go.
Cloud,C'mon.
Aerith,Okay. Let's head back.
Aerith,"Well you see, Cloud here used to be a SOLDIER!"
Cloud,I might've.
Aerith,"Look at you, Mr. Popular."
Cloud,Tifa...
Aerith,Tifa?
Aerith,What's wrong?
Cloud,Nothing.
Aerith,"Is Tifa, like...your girlfriend?"
Cloud,No.
Aerith,But she's someone special.
Cloud,It's not like that. More like... I don't know how to explain...
Aerith,I see...
Aerith,"From now on, if you run into trouble, promise me you'll find an adult, okay?"
Aerith,Don't worry. It'll be okay.
Cloud,Wait.
Cloud,"Hm. Not him, but looks pretty damn similar."
Aerith,"Huh? There's the number...but why ""2""?"
Cloud,Who knows. Come to think—
Sephiroth,The reunion...is nothing to fear.
Aerith,Cloud? Get it together. Come on.
Cloud,You don't know who Sephiroth is...do you?
Aerith,"Sephiroth, the war hero? I know he died in an accident five years ago. They said so on the news."
Cloud,Maybe they did. But I've got a feeling he's still alive.
Aerith,"Oh...right. C'mon, let's go."
Aerith,"Well, I'm all for it! We still have plenty of time."
Cloud,I'm on the clock.
Aerith,Don't worry. I give you permission!
Aerith,"I see you're working hard, mister merc."
Cloud,Yep.
Aerith,So whaddya gonna do next?
Cloud,Keep on working hard.
Aerith,"As you always do, I'm sure."
Cloud,"You know, this is how I earn a living."
Aerith,Huh? Really!? I thought you were just doing it for fun!
Cloud,I suppose some people do.
Aerith,Hello! I'm some people. Nice to meet you!
Aerith,"It feels good to help people out, doesn't it?"
Cloud,Eh.
Aerith,You having fun yet?
Cloud,Heaps.
Aerith,"Then you can't be afraid to show it more. Don't forget, it's all about service and salesmanship."
Cloud,I'll leave that to you.
Aerith,"All right, but don't think you can rely on me forever, mister."
Cloud,Wasn't planning to.
Aerith,That's good. 'Cause I demand a very good salary.
Aerith,We probably oughta call it a day.
Cloud,"Getting late, huh?"
Aerith,"You've been working so hard, you lost track of time."
Cloud,Had to. The pay sucked.
Aerith,Cause they didn't know if you were worth it yet. But now they do. C'mon. Let's go home.
Aerith,Great job. It's wonderful.
Aerith,What do you want?
Aerith,"He's my bodyguard, if you must know."
Cloud,And what if I am?
Aerith,"Cloud, leave him be. Rude's not a bad person. Really."
Cloud,You Turks are all the same. All bark...no bite.
Aerith,No need to get rough!
Aerith,Can't you leave us alone?
Cloud,Come on then.
Cloud,First Class.
Aerith,"So, you had enough yet?"
Aerith,Just stop it.
Aerith,"Cloud's pretty strong, isn't he?"
Cloud,How's that payback working out for ya?
Aerith,No...but this is self-defense!
Aerith,Please. Just leave us alone.
Aerith,Got somewhere else to be?
Aerith,You know I can't do that!
Aerith,You're heading in already?
Cloud,Yeah. That's enough for one day.
Cloud,Nah. Not quite yet.
Aerith,Oh my! Is that a moogle!?
Aerith,"You must not be familiar with ""Mog the Moogle."" It's a pretty famous fairy tale. Mog wanted to bring happiness to all the moogles of the forest, so he decided to open a shop of wonders."
Cloud,Uh...you talking 'bout me?
Aerith,"So, Moggie, what do you do with the medals we give you?"
Aerith,Of course. Just like Mog the Moogle.
Cloud,Good for you.
Aerith,"Hey, Cloud...maybe say it like you mean it?"
Cloud,Not until I'm happy. Go on. Work your magic. Make me smile. From ear to ear.
Aerith,"Well, that won't do! C'mon Cloud—let's go get more!"
Aerith,"Former SOLDIER turned problem solver. Are you okay, Ms. Folia? You look upset."
Aerith,Patrols? Is that a Leaf House thing? Something they do to help out?
Aerith,Would you like us to go round them up?
Cloud,"Who knows, but isn't there something else you should be worrying about right now?"
Aerith,Hey there. How goes the patrol?
Aerith,"Well, you've been keeping a very sharp lookout. But don't you think you're forgetting something important?"
Aerith,Hey there. How goes the patrol?
Aerith,You've been busy.
Aerith,Hey there. How goes the patrol?
Aerith,You wanna open up a shop of your own someday?
Aerith,You sound very determined.
Aerith,I guess that means more children might be coming to the House soon.
Cloud,"Speaking of teachers, Ms. Folia is looking for you."
Aerith,That's everyone. Let's go back to the House.
Aerith,"The toad ""king""?"
Cloud,"Oh, yeah. Real easy. But here's the thing...I don't work for free—or cheap."
Cloud,I'll do it for three gil. I'm offering a special discount right now on toad king jobs. Looks like it's your lucky day.
Cloud,Yup. Kicked his butt real good.
Aerith,"Wow, Ms. Folia. You must know all their secrets."
Cloud,Sounds exhausting.
Aerith,I know you are.
Aerith,Do you have somewhere you need to be?
Aerith,I wonder what kind of dream she's chasing tonight.
Cloud,No idea.
